Species_Name,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,USA_Endangered,Extinct,IUCN_LISTED
Aepeomys lugens,1.09,37,53.6554,98.3293,15.646,154.6674,44.2088,39.9315,1.57,96.8622,46.0696,1,0.03765651,0.017870703,65.7185,2.9467,2.5845,49.446,3.712,34.5453,1239.6401,174.7075,146.6106,1,6.85,30.7999,17.8973,79.0661,30.8538,2.9965,6.4897,216359.9952,83652.35,9.49,1.39,5.44,-69.76,-76.35,-73.05,2,76.3,5,0.09,104.03,191.5,1406.36,1535.31,0,0,0
Aepeomys reigi,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Aethomys chrysophilus,1.45,80.85,75.4254,141.52,11.25,138,104.0381,105.81,3.37,100.979,26.17,1.5,0.02781725,0.026611634,56.2582,3.09,3.2236,51.599,4.43,43.6092,66.18,61.4237,96.05,1.005,6.36,24.88,30.99,115.4662,969.9252,3.0198,13.0854,286541.489,5508479.37,-0.06,-33.43,-16.74,40.84,11.71,26.27,0,27.39,1,0.14,66.56,210.53,756.84,1442.8,0,0,0
Aethomys hindei,1.46,140.65,72.7762,165.4425,13.8523,138.1315,127.4736,133.3054,2.8,109.7126,24.66,1.67,0.00061,0.000778,59.5244,2.05,3.9252,56.9753,7.7573,48.7893,2191.47,11.1767,59.11,1.185,5.89,24.471,41.2777,120.4953,218.5961,3.0678,29107.3925,286497.3181,2209180.32,10.07,-4.58,2.74,40.54,11.65,26.09,0,29.39,1,0.09,101.33,242.37,1118.11,1603,0,0,0
Aethomys ineptus,1.35,133.16,61.25,142,14.712,315.2207,194.7681,286.8505,2.41,99.2588,68.6946,1.77,4.95053648,1.402484333,141.0851,2.3556,2.0919,79.7133,46.9508,68.9806,2409.4527,559.0454,265.0234,2.1745,4.83,43.4697,80.7856,145.0144,94.4124,2.0259,9.7141,112471.4372,131475.2981,3.3206,-3.3438,-0.6866,39.2291,32.9856,36.0832,8.71,104.0562,13.665,0.1366,104.659,206.6413,1170.9463,1514.5546,0,0,0
Aethomys kaiseri,1.25,89.99,71.4743,147.3181,15.7853,137.2495,106.9112,101.4965,2.6,91.2057,27,1.72,0.02765908,0.01583785,61.9534,3,3.8522,55.318,6.09,44.0647,953.1607,33.6095,84.723,1.08,5.84,26,39.52,112.5422,120.1954,3.0731,7.0168,299797.5697,2751633.59,-0.54,-17.04,-8.79,36.88,16.11,26.49,1,26.34,2,0.2,97,218.7,948.67,1485.93,0,0,0
Aethomys nyikae,1.33,222.7237,79.3065,190.2024,16.0676,181.7493,154.4945,201.4616,3.2,100.0581,36.8226,1.8,0.03010224,0.015279679,75.4009,3.56,2.8134,60.962,10.7163,54.2136,1232.5613,16.4914,129.2607,1.108,6.05,31.1981,57.1249,147.0758,233.613,2.6856,8.7451,304509.9247,1442818.13,-6.9,-19.85,-13.37,35.41,16.48,25.94,1,16.83,2,0.18,100.31,221.21,910.84,1451.97,0,0,0
Aethomys silindensis,1.39,287.9266,78.8056,200.6965,11.8176,411.6696,172.4414,294.3422,1.75,131.2892,97.2023,1.08,0.205356586,0.109502084,271.071,1.5169,1.115,96.83,22.9445,68.5653,1065.1692,201.2211,361.0387,1.1515,5.21,65.039,91.6295,172.3039,134.1988,1.3537,4537.0935,113606.4323,77194.26,-17.4,-21.31,-19.36,34.43,31.74,33.09,5,28.27,5,0.2,89,220.69,932.92,1411.12,0,0,0
Aethomys stannarius,1.04,151.3667,73.8513,170.121,14.5704,305.9633,133.1617,168.7538,2.39,118.669,70.8318,1.21,0.03560757,0.01856518,151.656,2.1756,1.7303,63.726,14.1931,57.2259,673.9657,56.1437,236.9154,1.137,5.75,45.984,49.9042,130.5258,154.0291,1.8573,4537.4029,216488.2419,285522.83,12.57,7.47,10.02,13.87,7.55,10.71,5,79.16,8,0.12,88.53,258.7,842.93,1658.52,0,0,0
Aethomys thomasi,1.42,127.194,71.7344,162.2318,14.7214,129.422,121.8611,127.504,2.73,77.4713,35.4824,1.56,0.02403958,0.009565122,62.3503,2.8738,3.7137,63.758,8.019643,46.7807,1094.4587,5028.7857,83.9634,1.035,5.2,25.718,35.2479,119.6726,169.4222,3.0368,6.0219,216871.0037,189059.96,-9.48,-15.65,-12.57,18,13.42,15.71,1,16.37,1,0.13,98.49,201.86,923.19,1345.29,0,0,0
Ailuropoda melanoleuca,2,117999.99,149.2405,1345.98,13.8266,1538.4579,15755.2089,97182.275,3,540,134.99,1,3.55,3.76,638.75,1.62,0.8961,360,104.39,536.9103,0.18,64.705,2413.02,16.939,3.16,178.98,21999.99,933.5186,60711.8461,0.82,159714.507,250146.9002,36206.89,34.01,27.51,30.76,108.79,100.77,104.78,7,103.55,8,0.05,101.81,65.51,757.25,907.75,0,0,0
Ailurops melanotis,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,1
Ailurops ursinus,1,10000,119.9418,638.3431,17.5806,743.8342,1967.8208,10712.1266,1,349.8614,139.8872,1,5.4852264,5.6923443,327.1031,1.2683,1.1491,179.0572,433.2584,209.6361,124.8412,177.878,690.1154,4.411,5.27,189.05,1507.9537,261.7864,1893.2758,1.1792,24668.2285,654.8045,175900.06,1.75,-5.7,-1.97,125.29,118.75,122.02,17,93.46,17,0.08,229.47,215.95,1812.6,1909.15,0,0,0
Ailurus fulgens,2,5170.08,146.0593,582.32,18,760.41,838.36,5345,3,270,131.5,1,1.43,1.52,365,1.7,1,168,104.04,155.9791,124.5985,133.817,604.05,2.808,4,136.87,867.6374,270.9736,3359.9347,1.1074,75004.49,81049.8792,1075406.59,35.36,21.41,28.38,106.15,82.62,94.38,1,51.8,2,0.07,131.93,44.73,828.72,1043.82,0,0,1
Akodon aerosus,1.07,59.99,53.3594,103.6814,16.3483,244.0923,66.8748,51.2006,1.7,131.9986,63.0033,1.22,0.04306082,0.02273343,127.3409,2.4864,1.7942,53.723,5.3577,33.3182,1008.7988,277.687,243.0928,1.295,7.6,48.7737,20.7025,89.2958,21.5344,2.501,10.9519,215938.0065,160799.5,-1.49,-16.2,-8.85,-67.65,-78.17,-72.91,1,10.09,1,0.11,200.29,194.43,1341.01,1442.62,0,0,0
Spilocuscus maculatus,1,4060.46,142.9965,457.96,43.682,589.739,1062.5,4250,3,420.0101,12.99,1,0.6536685,0.6101562,365,1.26,1.496,132,108.80555,172.5475,66.6532,304.0167,221.76,3.6386,4,240.75,1700,290.0712,4771.0265,1.1,30476.3785,13963.7576,782259.13,-0.34,-10.7,-5.52,150.87,130.93,140.9,1,6.57,1,0.15,241.75,240.11,1664.73,1715.26,0,0,0
Spilocuscus papuensis,1.45,356.2239,107.8216,221.5776,22.5213,452.8007,237.8355,338.062,2.38,202.8339,66.8957,1.11,0.0607615,0.04943571,285.0597,1.7045,1.1975,118.924,23.7587,86.8705,328.4811,151.1799,393.2413,1.095,4.28,91.674,140.6519,193.9714,329.1673,1.3185,24625.8192,1562.128,3163.91,-0.00769,-0.45,-0.23,131.33,130.2,130.77,5,5,5,0,219,251,1652.6016,1769.513,0,0,0
Spilocuscus rufoniger,2,5999.99,159.4873,548.9834,31.1353,747.5026,1248.5706,5189.2311,2.76,458.4994,54.4531,1.46,0.3978,0.4568143,340.1438,1.02,1.0798,141.0662,146.4271,187.8899,56.575,250.5992,588.5039,2.6467,4.28,329.9003,1292.1736,290.4934,2914.7858,1.1473,55181.96,2374.8609,113157.49,-2.27,-6.66,-4.47,147.76,137.88,142.82,2,8.25,5,0.12,252.11,260.15,1688.05,1718.09,0,0,1
Spilogale angustifrons,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Spilogale gracilis,1.08,75.598,62.6487,121.6706,15.0127,108.3302,81.7459,74.1105,3.32,110.088,26.7556,1.81,0.035765839,0.01920337,34.8659,3.582,2.7683,47.9209,3.8455,37.5315,729.0699,47.1835,76.8785,1.0375,6.37,26.6037,24.6819,95.0846,165.3131,3.563,12.7685,295540.2947,3831634.7,51.59,21.59,36.59,-97.73,-126.3,-112.01,0,22.96,0,0.1,34.13,117.65,418.03,1007.45,0,0,0
Spilogale putorius,1,566.49,90.3862,299.49,30.07,380.7043,261,550,6,127.601,32.99,1,0.29,0.31,243.33,5.07,1.4207,120,12.29,71.7213,4.7,82.9026,196.96,1.244,8,55.68,196.5405,221.2177,23396.118,1.35,9058.7054,369540.8122,2957350.08,49.34,24.94,37.14,-77.41,-106.85,-92.13,0,32.08,1,0.04,72.47,134.16,795.02,944.25,0,0,0
Spilogale pygmaea,2,365,82.33,235.1407,28,353.1158,201.2161,335.6411,6,109.8835,47.22,1,0.045453346,0.025243604,221.8713,4,1.6787,73.5774,6.9,62.99,636.5982,191.7127,285.984,1.13,8,47.2623,94.7023,175.5278,610.2557,1.6776,25.0136,216521.168,95598.41,23.33,15.64,19.49,-94.4,-106.45,-100.42,6,36.44,8,0.06,97.2,217.13,888.37,1676.63,0,0,0
Srilankamys ohiensis,1.56,13201.2557,110.9743,639.1252,14.7442,642.6521,5536.5084,31056.3771,3.97,363.8631,132.8849,1.27,88.1994696,29.3090143,268.3274,2.1942,1.5622,140.2201,906.4352,235.8592,99.4301,1029.123,566.1687,5.0166,5.42,93.6564,5456.9902,653.4297,1256.2199,1.3115,65277.3173,192867.8816,8580.23,7.6,6.29,6.95,81.62,80.8,81.21,100,200.51,100,0.04,148.28,252.29,1516.81,1540.3,0,0,0
Steatomys bocagei,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Steatomys caurinus,1.24,189.4454,80.6686,187.9609,15.6194,234.7723,166.0304,220.1068,2.78,120.9677,60.9073,1.48,0.04445853,0.42623706,120.5741,2.3915,2.0118,67.7923,15.1646,57.2392,562.9875,19.822,198.0208,1.177,5.96,44.5205,58.2383,155.9185,334.4599,2.0483,4532.8264,305064.0914,1223000.7,15.2,5.8,10.5,9.51,-17.11,-3.79,3,46.76,7,0.13,105.79,268.27,968.31,1585.17,0,0,0
Steatomys cuppedius,1.2,155.9001,77.9671,170.9567,12.9382,350.6799,129.4233,180.2188,2.33,152.8977,85.66,1.19,0.04582874,0.430675423,164.7063,1.7908,1.8659,82.408,14.7886,57.5193,663.3267,31.7112,259.5092,1.321,5.81,52.8753,48.1533,140.2946,198.5737,1.749,24596.8965,216486.926,490786.66,16.32,5.37,10.85,9.08,-16.66,-3.79,3,100.72,10,0.1,139.33,262.06,1096.6,1571.68,0,0,0
Steatomys jacksoni,1.43,6455.2024,97.0746,471.0535,10.2027,617.6845,1752.0679,13644.9288,2.82,266.0461,159.6881,1.1,10.6971173,27.22871324,251.8247,1.5471,1.5711,125.116,568.998,175.5395,670.8918,137.606,595.3212,3.7475,4.45,79.5555,1714.7852,498.7318,371.5834,1.3663,31429.9245,376347.0751,5980.85,7.9,7.08,7.49,-1.08,-1.93,-1.5,38,68.51,38,0.21,113.75,264.99,1276.26,1663.74,0,0,0
Steatomys krebsii,1.23,20.67,54.6227,99.309,15.1407,116.8954,47.3106,33.2013,2.43,76.2357,25.8224,1.58,0.03504673,0.02501861,36.588,4.62,3.127,37.7099,2.5056,33.0909,1085.7407,263.7415,70.6647,1.52,7.4,26.2109,27.3011,72.793,44.0665,3.4196,5.864,299789.6187,1170401.63,-11.41,-34.83,-23.12,31.01,13.43,22.22,1,20.92,1,0.17,63.88,196.03,714.7,1352.51,0,0,0
Steatomys opimus,1,40,54.6432,116.15,15.1113,130.1416,47.684,38.3848,1,95.2499,28.7842,2,0.02889487,0.01766257,35.1794,3.6182,3.6565,44.1148,1.55,31.3135,1216.5614,35.3215,64.9316,1.125,7.12,26.034,17.0373,81.3059,39.3769,3.6082,24587.815,216468.7351,628366.6662,9.6042,1.1852,4.9777,16.7848,-1.8221,8.7545,2.73,75.6175,6.27,0.1027,130.1631,231.8582,1203.8443,1538.4122,0,0,0
Steatomys parvus,1.51,4.99,36.9599,69.4003,15.3697,157.612,22.2765,13.4079,1.25,95.3735,43.6211,1.51,0.03989202,0.02265967,67.1098,3.117,2.2,43.6211,1.463097,27.7415,1391.742,2846.4435,178.8128,2.9083,5.98,29.7549,8.506,64.4267,14.4842,2.8494,4.1543,299916.8609,1086781.25,5.55,-28.27,-11.36,37.24,13.3,25.27,0,15.94,0,0.12,64.02,217.92,784.25,1489.22,0,0,0
Steatomys pratensis,1.2,30.58,64.738,101.2407,15.6593,172.1343,18.77,37.54,2.87,97.2683,29.4589,1.54,0.03638665,0.02679081,80.737,3.96,2.6225,45.625,1.55,34.324,27.57,211.6457,151.5748,1.13,7.15,35.5917,23.6162,106.0653,20068.8712,2.6792,24599.9914,295926.5327,1220599.763,12.0855,1.632,6.1698704,25.7599,-4.521,15.7723,3.54,111.9464,8.365,0.1088,131.9021,243.2338,1184.4502,1577.9507,0,0,0
Stenella attenuata,2.5,65733.59,141.5455,2135,0.9009,3295.749,37724.2434,211650.1865,2,2254.6112,345.19,1,198.1334596,1244.4849,1883.55,0.99,0.5348,552,10000,1079.8832,6.9002705,509,2773.1,9.6645,2.2,340.66,80315.1288,3010.3113,430748.9662,0.48,455883.2738,1032444.47,1137799.395,12.3184,0.0461,4.796,33.9595,19.9715611,28.7475,10.12,120.4929,12.295,0.1256,128.3515,227.5281,1225.1235,1555.8669,0,0,0
Stenella clymene,1.88,261230.2273,128.4048,2155.9592,0.3603,1221.924,30871.3619,139299.0703,1,491.6842,306.2789,1,54.0738,57.5046,441.7484,0.9997,1.0671,283.435,16109.6881,788.6354,4.4736,860.748,1228,9.0495,2.6,283.3385,69008.742,868.9614,178141.5183,1.0198,78790.0001,439977.8135,815564.5622,10.2179,0.4118,4.7924,35.3898,14.2662222,23.6541,14.56,89.6444,15.005,0.1275,131.057,225.1418,1214.4332,1545.7588,0,0,0
Stenella coeruleoalba,2,142102.96,142.861,2300.84,4.3179,2916.8423,38855.8598,217585.7695,2,2063.1968,386.05,1,124.926786,899.7567,1277.5,1.75,0.6924,600,11300,993.27,0.21,47.5,3724.6,9.2665,2.57,456.25,10369.94,1650,362878.701,0.58,516591.1367,760642.4225,672873.6404,10.8828,1.4381,7.3827,36.6325,19.4385611,27.6834,8.06,121.4973,12.015,0.1293,128.3563,223.021,1215.9653,1545.7073,0,0,0
Stenella frontalis,1.85,109999.99,130.1709,2130,1.0036,984.0894,26757.618,111919.4635,2.15,581.4221,279.888,1,54.8511,85.1647,370.1378,1.0422,1.0652,284.8809,8990.727,740.8827,3.1382,405.7475,1056.4485,13.039,2.59,200.9124,31631.1563,823.5696,174368.4381,1.0808,80694.4458,416730.4906,683857.8306,9.2216,1.5671,5.9283,30.4408,14.7093833,23.7611,4.18,86.6503,6.63,0.1266,130.8741,232.2465,1254.1659,1573.8309,0,0,0
Stenella longirostris,2,50500,142.2304,2130,1.2525,1696.4156,24584.8208,143781.4744,2,745.7958,322.41,1,57.4872264,37.0058,790.22,0.97,0.5918,354.96,14159.7162,840.7964,7.6816,190.5,2458.56,8.2935,2.31,465.88,42921.3365,1222.8718,319575.1988,0.74,208964.947,589533.4797,1023527.55,10.1094,1.7268,6.385,33.6461,19.6974222,23.0762,6.49,95.6065,10.065,0.1229,128.9295,231.0172,1221.8303,1558.7196,0,0,0
Steno bredanensis,1.95,130000,141.6868,2439.99,1.1369,1567.9857,24913.2792,164872.14,2.21,780.2928,336.3246,1,90.0676,46.5145,755.0918,1.0267,0.6414,384,21102.042,806.9892,6.5306,30,1890.9443,7.56,2.4,363.3661,52720.3241,1353.618,332331.9979,0.7662,187131.4038,491304.9557,659630.883,10.1054,1.9815,6.6408,30.4424,14.8061833,22.5394,4.18,80.4563,6.845,0.1247,132.2908,229.8995,1229.8489,1552.9857,0,0,0
Stenocephalemys albipes,1.45,137.3328,72.1154,164.2878,15.0362,113.7937,133.4765,133.6661,2.93,85.1213,25.1471,1.61,0.052469216,0.02555388,61.4452,4.41,4.1069,57.817,5.5357,46.5982,2532.9905,40.4995,91.4937,1.18,10,25.9954,32.6421,122.969,222.6827,3.2495,6.0889,9237.2304,393242.25,15.43,3.54,9.49,42.25,34.2,38.22,2,87.57,4,0.15,88.33,180.63,986.57,1433.86,0,0,0
Stenocephalemys albocaudata,1.37,144,72.1458,171.3426,15.2757,195.7483,124.9333,144.7677,2.19,105.4878,43.6819,1.77,0.03515109,0.017856195,91.1714,2.5471,2.515,57.326,10.8877,55.5775,1285.1527,21.6772,157.0908,1.07,5.25,31.5099,48.392,125.8469,145.4562,2.3665,10.052,74384.9079,64708.89,10,6.19,8.09,40.26,38.13,39.19,8,110.27,13,0.15,77.76,115.19,936.98,1424.93,0,0,0
Stenocephalemys griseicauda,1.25,85.75,67.4556,136.3426,17.0707,137.9673,98.7567,87.6752,2.29,79.0265,36.6716,1.69,0.02703028,0.01561577,75.0022,3.0726,2.8704,57.27,5.0346,44.8436,1429.5032,109.5045,133.352,1,5.94,27.1325,34.6799,102.9959,86.3969,3.163,7.4108,74367.7726,117886.45,13.78,5.92,9.85,40.59,37.32,38.95,4,105.58,13,0.15,88.04,133.05,933.83,1440.99,0,0,0
Stenocephalemys ruppi,1.3,48.99,57.6059,139.6705,12.6006,459.0792,387.2884,4107.1545,2.17,140.0282,102.6049,1.55,3.24587647,2.333734842,206.5371,2.7125,1.7796,109.4972,84.7281,69.8098,4878.1601,5694.5364,386.5986,2.7425,4.69,57.9624,255.9067,452.8439,58.5706,1.8583,26732.9412,273660.0062,10289.98,6.72,5.37,6.05,37.85,36.9,37.37,38,102.66,38,0.14,68.48,199.9,1152.73,1267.26,0,0,0
Stenoderma rufum,2.48,21.1,49.37,61.87,0,729.0324,6354.3701,45588.4866,1,446.3677,154.835,1,5.65778331,18.4274049,317.5251,0.99,1.3524,147.7848,7,45,1466.1872,1520.8155,502.3742,8.7618,5.87,87.9021,4149.017,569.5498,99459.587,1.5431,161750.1668,591551.5231,8961.11,18.52,17.92,18.22,-64.66,-67.26,-65.96,92,306.66,92,0.05,104.75,240,1263.2248,1605.3694,0,0,0
Stochomys longicaudatus,1,70.95,77.2687,127.4968,15.6904,195.2931,97.5,84.2,3.04,116.6307,40.7763,2,0.03124008,0.01991137,99.7467,2.38,2.2636,43.122,6.1565,42.5337,83.26,78.9415,172.1192,1.005,5.86,43.1781,42.1521,119.2158,867.6662,2.3456,20.2284,299971.4208,2229944.82,6.64,-5.93,0.35,30.26,8.15,19.21,0,18.52,1,0.12,151.47,242.84,1402.8,1561.43,0,0,0
Strigocuscus celebensis,1,1634.8179,154.3025,365.8396,17.3406,723.5388,635.7389,1839.2662,2.31,349.2451,118.3701,1.22,0.2265681,0.2079442,328.871,1.1447,1.061,141.3736,109.5266,128.1733,93.1486,339.4695,583.2798,2.289,5.67,147.4547,395.5855,263.2233,1684.1772,1.176,50397.6929,637.4774,179049.44,3.74,-5.7,-0.98,128.16,118.75,123.45,5,92.96,17,0.07,230.23,216.45,1812.6,1909.15,0,0,0
Strigocuscus pelengensis,1,374.6387,102.8024,234.4108,21.5056,472.5735,239.8073,326.2255,1,205.1833,71.3829,1,0.0630152,0.09324283,283.8612,1.6102,1.254,97.8475,29.9091,90.0452,325.6512,131.3412,392.24,1.155,4.47,90.6593,143.7212,206.1118,272.2652,1.3467,24619.4361,1510.5928,6454.39,-1.15,-2.02,-1.59,126.34,122.78,124.56,5,15.91,5,0.04,250.99,238.66,1655.9659,1741.4764,0,0,0
Sturnira aratathomasi,1.09,49.67,58.59,89.27,9.1501,350.1645,52.975,50.3846,1,157.3837,113.9387,1,0.05431126,0.022159583,175.8863,0.99,1.8782,80.768,13.6,41.03,945.1629,311.11,259.8566,1.15,6.97,55.0404,23.2344,89.7876,27.9139,2.0801,4529.7244,216077.7285,450907.36,9.34,-3.03,3.15,-69.93,-77.71,-73.82,0,51.41,1,0.12,188.57,227.58,1456.3,1533.95,0,0,0
Sturnira bidens,1.26,18.05,41.49,69.6812,11.4644,243.7974,26.317,16.2454,1,129.2094,92.8168,1,0.14108508,0.042228955,146.1386,0.99,2,74.4035,2.8654,25.02,1140.9104,2618.4995,215.0926,1.3716,7.47,47.9609,18.3279,83.6903,11.276,2.4548,1.29,216073.9801,381210.45,8.93,-12.83,-1.95,-69.71,-79.11,-74.41,1,47.83,2,0.1,145.74,191,1295.76,1481.68,0,0,0
Sturnira bogotensis,1.13,19.94,45.4575,72.3757,10.5039,338.1974,30.97,22.8187,1,128.5702,100.562,1,0.046780538,0.021567025,171.0898,0.98,1.868,74.492,3.1741,30.2141,1118.8765,1953.8995,233.9569,1.185,7.03,52.843,12.0157,76.7112,12.2245,2.1965,4522.5066,216071.2427,707990.74,9.91,-11.82,-0.95,-69.95,-81,-75.48,1,48.76,2,0.12,143.22,207.19,1263.68,1473.8,0,0,0
Sturnira erythromos,1.35,15.53,41.74,64.2907,9.1378,257.8043,25.9016,16.3397,1,163.7778,94.0995,1,0.17489347,0.065937896,155.6066,0.99,1.763,84.7447,2.5999,22.52,1458.8884,2620.054,224.0229,1.9589,7.48,50.862,19.7292,78.6087,9.7992,2.3997,0.99,295243.3121,3121221.48,12.46,-28.19,-7.86,-60.78,-80.02,-70.4,0,37.36,1,0.11,126.41,197.44,1167.28,1496.62,0,0,0
Sturnira lilium,1,20.19,40.5,65.96,0.3525,377.6271,39.2,21.9,3,199.7509,107.97,1,1.07875027,0.76346756,179.8459,0.99,2,112.2539,5.25,35.04,1954.2885,5649.329,264.7386,3.1549,6.77,44.4463,11.8515,81.9031,99207.3545,2.1177,26725.8115,295799.3826,15518876.5,29.98,-34.94,-2.47,-34.79,-110.64,-72.71,0,28.95,0,0.11,142.56,232.46,1248.36,1501.14,0,0,0
Sturnira ludovici,1.37,21,43.5,69.4557,10.2825,254.8725,27.1786,16.8515,1,159.1391,96.6589,1,0.05986564,0.02997146,132.8503,0.99,2,81.2815,2.8071,26.8,1185.568,915.493,198.2529,1.4866,7.64,47.4112,18.065,81.0292,28.9575,2.4219,1.54,299946.8871,2756672.83,24.62,-4.34,10.13,-57.04,-106.62,-81.83,0,60.71,1,0.12,132.38,230.47,1271.5,1616.46,0,0,0
Sturnira luisi,1.23,14.7358,43,66.1256,12.7047,344.5941,25.2391,14.972,1,139.7549,102.2533,1,0.047926974,0.026489795,173.0914,1.0585,1.7444,72.2696,2.8168,26.905,1191.2021,2497.5345,240.1438,1.315,7.12,50.2751,10.3387,78.2322,11.99,2.197,7.6853,216052.6966,530510.11,10.5,-10.2,0.15,-76.3,-84.59,-80.44,0,47.3,2,0.1,174.37,210.48,1116.25,1473.71,0,0,0
Sturnira magna,1.05,84.4331,57.5,110.7875,9.1891,409.4003,147.4525,327.2205,1,168.8945,112.3215,1,0.142901642,0.085900481,275.4195,0.98,1.279,104.3792,109.577,66.7673,934.4118,798.1225,319.7286,1.4888,5.99,63.9227,122.14,148.2082,27.55,1.7257,4530.3506,295176.2253,1663098.75,1.82,-18.79,-8.48,-65.01,-79.74,-72.37,0,19.15,0,0.11,159.27,192.95,1176.97,1421.23,0,0,0
Sturnira mistratensis,1.69,6190.0193,112.4531,494.9424,12.1444,746.6002,1409.8737,4151.745,3.2,300.1455,128.0967,1.36,2.252765,4.9139092,314.843,1.9328,1.2875,169.1015,260.6921,157.9799,113.0119,113.7972,647.2349,2.986,5.73,98.0518,1023.6933,393.7509,1220.2997,1.1944,90.9339,216776.2607,318.63,5.46,5.28,5.37,-75.98,-76.16,-76.07,25,109.5,25,0.07,356.5,194,1549,1549,0,0,0
Sturnira mordax,1.25,11.79,46.5,97.2661,9.4216,566.4499,239.9372,592.5299,1,226.687,155.5944,1,6.753498672,3.46971512,282.2151,0.98,1.3228,152.8256,50.1662,63.3657,1452.5245,2645.152,441.5765,4.8375,6.65,61.8682,130.8111,145.2755,14.7707,1.6303,29126.2042,216518.9917,36057.38,10.88,8.25,9.56,-81.23,-85.29,-83.26,9,53.04,9,0.1,248.5,247.78,1327.37,1785.64,0,0,0
Sturnira nana,1.27,1324.3104,34.99,274.6014,9.2096,590.5411,518.13,1266.977,1,236.0894,130.1972,1,1.595014352,1.20425635,285.2035,0.98,1.3675,150.8618,66.5388,89.7145,2061.2539,1620.849,580.9567,3.1405,6,68.7035,275.7015,194.2206,6.64,1.5717,4529.3586,216022.9551,134979.84,-10.62,-14.63,-12.62,-71.03,-74.58,-72.81,0,12.84,1,0.06,131.46,162.58,1028.3,1410.99,0,0,1
